         26329217 function calls (26046623 primitive calls) in 18.219 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       72    0.000    0.000    0.000    0.000 lax.py:4738(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:794(zip_children)
       11    0.000    0.000    0.000    0.000 util.py:489(maybe_named_axis)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 ufuncs.py:137(<genexpr>)
       81    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:126(_collect_type_vars)
      108    0.000    0.000    0.000    0.000 gridspec.py:609(num2)
       68    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
      230    0.000    0.000    0.000    0.000 partial_eval.py:1857(<genexpr>)
       18    0.000    0.000    0.000    0.000 figure.py:100(add)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       36    0.000    0.000    0.000    0.000 gridspec.py:122(set_height_ratios)
       14    0.000    0.000    0.000    0.000 _param_validation.py:564(<genexpr>)
      104    0.000    0.000    0.000    0.000 api_util.py:255(<genexpr>)
      146    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      126    0.000    0.000    0.000    0.000 axis.py:714(isDefault_majfmt)
      246    0.000    0.000    0.000    0.000 __init__.py:231(<genexpr>)
        6    0.000    0.000    0.000    0.000 partial_eval.py:2229(_memoize)
        2    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
       88    0.000    0.000    0.000    0.000 partial_eval.py:1497(<listcomp>)
        2    0.000    0.000    0.000    0.000 zipfile.py:2337(__init__)
       36    0.000    0.000    0.000    0.000 artist.py:636(set_snap)
        5    0.000    0.000    0.000    0.000 util.py:404(<listcomp>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4140(remainder)
       54    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
      108    0.000    0.000    0.000    0.000 api_util.py:477(infer_argnums_and_argnames)
      144    0.000    0.000    0.000    0.000 axis.py:722(isDefault_minloc)
       72    0.000    0.000    0.000    0.000 axis.py:855(_set_autoscale_on)
        5    0.000    0.000    0.000    0.000 core.py:2508(_map_shaped_array)
      158    0.000    0.000    0.000    0.000 contextlib.py:738(__exit__)
        9    0.000    0.000    0.000    0.000 {method 'shuffle' of 'numpy.random._generator.Generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'uniform' of 'numpy.random._generator.Generator' objects}
      144    0.000    0.000    0.000    0.000 colors.py:1277(clip)
      140    0.000    0.000    0.000    0.000 arrayprint.py:994(<genexpr>)
       12    0.000    0.000    0.000    0.000 core.py:2403(primitive_uses_outfeed)
       66    0.000    0.000    0.000    0.000 mlir.py:1452(<listcomp>)
      136    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
       18    0.000    0.000    0.000    0.000 artist.py:937(set_rasterized)
       22    0.000    0.000    0.000    0.000 path.py:344(__len__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3984(__init__)
      158    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
        2    0.000    0.000    0.000    0.000 zipfile.py:2213(make)
       18    0.000    0.000    0.000    0.000 gridspec.py:674(get_topmost_subplotspec)
      108    0.000    0.000    0.000    0.000 axis.py:1689(<dictcomp>)
        1    0.000    0.000    0.000    0.000 vectorize.py:186(vectorize)
       31    0.000    0.000    0.000    0.000 dataclasses.py:1205(_is_dataclass_instance)
        8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       10    0.000    0.000    0.000    0.000 lax.py:3329(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
      172    0.000    0.000    0.000    0.000 bezier.py:234(degree)
        7    0.000    0.000    0.000    0.000 batching.py:727(resolve_ragged_axes)
      151    0.000    0.000    0.000    0.000 {method '__format__' of 'str' objects}
       36    0.000    0.000    0.000    0.000 figure.py:94(bubble)
        7    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      120    0.000    0.000    0.000    0.000 linear_util.py:382(hashable_partial)
       79    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       67    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      154    0.000    0.000    0.000    0.000 function_base.py:5558(_append_dispatcher)
       97    0.000    0.000    0.000    0.000 backend_bases.py:1795(is_saving)
      101    0.000    0.000    0.000    0.000 partial_eval.py:1102(<genexpr>)
      330    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        4    0.000    0.000    0.000    0.000 pyOpt_optimization.py:355(_reduceDict)
       36    0.000    0.000    0.000    0.000 gridspec.py:100(set_width_ratios)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      474    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 pyOpt_optimization.py:26(__init__)
        7    0.000    0.000    0.000    0.000 _param_validation.py:438(_check_params)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:39(LoadingStrategy)
       44    0.000    0.000    0.000    0.000 partial_eval.py:1126(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyOpt_optimization.py:826(_finalizeDesignVariables)
       79    0.000    0.000    0.000    0.000 ImageFile.py:75(_tilesort)
       44    0.000    0.000    0.000    0.000 partial_eval.py:1655(<listcomp>)
        2    0.000    0.000    0.000    0.000 zipfile.py:1218(__init__)
       18    0.000    0.000    0.000    0.000 gridspec.py:561(_from_subplot_args)
        7    0.000    0.000    0.000    0.000 validation.py:277(_num_features)
      144    0.000    0.000    0.000    0.000 ticker.py:257(_set_locator)
       17    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
       28    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       84    0.000    0.000    0.000    0.000 _param_validation.py:257(__init__)
      108    0.000    0.000    0.000    0.000 axis.py:730(isDefault_minfmt)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
       79    0.000    0.000    0.000    0.000 lax.py:2709(_maybe_upcast)
      149    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
        7    0.000    0.000    0.000    0.000 _ransac.py:267(__init__)
       44    0.000    0.000    0.000    0.000 partial_eval.py:1115(<listcomp>)
       64    0.000    0.000    0.000    0.000 type_check.py:166(imag)
       21    0.000    0.000    0.000    0.000 _array_api.py:247(asarray)
       64    0.000    0.000    0.000    0.000 pxla.py:1846(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 dtypes.py:538(_least_upper_bound)
       18    0.000    0.000    0.000    0.000 figure.py:90(remove)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        7    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:81(get_min_dist_to_other_models)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       18    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
      158    0.000    0.000    0.000    0.000 contextlib.py:735(__enter__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1332(searchsorted)
        8    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:409(and_)
       97    0.000    0.000    0.000    0.000 artist.py:1108(get_zorder)
        1    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       32    0.000    0.000    0.000    0.000 batching.py:405(<genexpr>)
      216    0.000    0.000    0.000    0.000 dispatch.py:233(<genexpr>)
       18    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:498(<listcomp>)
      105    0.000    0.000    0.000    0.000 type_check.py:205(_is_type_dispatcher)
       79    0.000    0.000    0.000    0.000 figure.py:2592(_check_layout_engines_compat)
       13    0.000    0.000    0.000    0.000 core.py:369(__init__)
        1    0.000    0.000    0.000    0.000 lapack.py:881(get_lapack_funcs)
        1    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
       69    0.000    0.000    0.000    0.000 _optimize.py:221(__getattr__)
      158    0.000    0.000    0.000    0.000 lax.py:2656(<genexpr>)
        5    0.000    0.000    0.000    0.000 util.py:406(<listcomp>)
       18    0.000    0.000    0.000    0.000 cbook.py:2056(__init__)
       52    0.000    0.000    0.000    0.000 core.py:1703(_len)
      108    0.000    0.000    0.000    0.000 multiarray.py:1030(unravel_index)
       72    0.000    0.000    0.000    0.000 pjit.py:1584(<genexpr>)
        2    0.000    0.000    0.000    0.000 ufuncs.py:51(_constant_like)
       36    0.000    0.000    0.000    0.000 cbook.py:307(blocked)
       18    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
      108    0.000    0.000    0.000    0.000 multiarray.py:503(can_cast)
        5    0.000    0.000    0.000    0.000 sre_parse.py:97(closegroup)
       50    0.000    0.000    0.000    0.000 api_util.py:334(<dictcomp>)
       26    0.000    0.000    0.000    0.000 util.py:244(<setcomp>)
        5    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:71(compute_inlier_aoa_diff)
        4    0.000    0.000    0.000    0.000 lax.py:2808(bump_dims)
      135    0.000    0.000    0.000    0.000 __init__.py:912(__init__)
       54    0.000    0.000    0.000    0.000 cbook.py:100(__call__)
       69    0.000    0.000    0.000    0.000 least_squares.py:107(check)
       79    0.000    0.000    0.000    0.000 lax.py:2649(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1904(set_radius)
       58    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
       18    0.000    0.000    0.000    0.000 collections.py:1485(_get_default_edgecolor)
        8    0.000    0.000    0.000    0.000 source_info_util.py:62(<genexpr>)
        6    0.000    0.000    0.000    0.000 core.py:1021(copy)
      108    0.000    0.000    0.000    0.000 sharding_impls.py:1131(<lambda>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4996(__init__)
       32    0.000    0.000    0.000    0.000 collections.py:209(set_paths)
       58    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      116    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
       54    0.000    0.000    0.000    0.000 _base.py:781(get_subplotspec)
        1    0.000    0.000    0.000    0.000 util.py:280(wrap)
       32    0.000    0.000    0.000    0.000 _axes.py:4760(<listcomp>)
       39    0.000    0.000    0.000    0.000 ad.py:693(<listcomp>)
       16    0.000    0.000    0.000    0.000 enum.py:470(__setattr__)
        1    0.000    0.000    0.000    0.000 blas.py:326(_get_funcs)
       44    0.000    0.000    0.000    0.000 partial_eval.py:1656(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        9    0.000    0.000    0.000    0.000 util.py:274(<listcomp>)
       18    0.000    0.000    0.000    0.000 colorbar.py:150(__init__)
        9    0.000    0.000    0.000    0.000 util.py:370(<listcomp>)
       42    0.000    0.000    0.000    0.000 mlir.py:1070(__len__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
      128    0.000    0.000    0.000    0.000 numeric.py:337(_full_like_dispatcher)
       18    0.000    0.000    0.000    0.000 colorbar.py:974(set_alpha)
       28    0.000    0.000    0.000    0.000 _param_validation.py:701(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       11    0.000    0.000    0.000    0.000 reductions.py:147(<lambda>)
       96    0.000    0.000    0.000    0.000 lax.py:3458(<genexpr>)
        2    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        5    0.000    0.000    0.000    0.000 lax.py:3312(_pad_dtype_rule)
      123    0.000    0.000    0.000    0.000 __init__.py:190(_for)
      128    0.000    0.000    0.000    0.000 polynomial.py:168(_roots_dispatcher)
        8    0.000    0.000    0.000    0.000 weakref.py:195(get)
        7    0.000    0.000    0.000    0.000 base.py:420(_check_feature_names)
       12    0.000    0.000    0.000    0.000 pyOpt_optimizer.py:855(setOption)
      135    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7b459e3e03a0}
        2    0.000    0.000    0.000    0.000 weakref.py:106(remove)
        2    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        2    0.000    0.000    0.000    0.000 __init__.py:564(<genexpr>)
       34    0.000    0.000    0.000    0.000 lax.py:5004(<listcomp>)
       72    0.000    0.000    0.000    0.000 spines.py:225(_clear)
       79    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       18    0.000    0.000    0.000    0.000 collections.py:1482(_get_default_antialiased)
       60    0.000    0.000    0.000    0.000 arrayprint.py:898(_none_or_positive_arg)
        6    0.000    0.000    0.000    0.000 lax_numpy.py:928(<genexpr>)
      8/7    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       97    0.000    0.000    0.000    0.000 artist.py:845(get_animated)
        2    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 api.py:1249(_mapped_axis_size)
        2    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       56    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        7    0.000    0.000    0.000    0.000 re.py:269(escape)
        1    0.000    0.000    0.000    0.000 lax.py:4251(<listcomp>)
        1    0.000    0.000    0.000    0.000 reductions.py:48(_isscalar)
        5    0.000    0.000    0.000    0.000 vectorize.py:163(_apply_excluded)
        1    0.000    0.000    0.000    0.000 lax.py:4194(_operands_to_keys)
       11    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       56    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        2    0.000    0.000    0.000    0.000 batching.py:789(<listcomp>)
       18    0.000    0.000    0.000    0.000 _base.py:3410(set_axis_on)
        6    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       80    0.000    0.000    0.000    0.000 pjit.py:1666(<listcomp>)
        1    0.000    0.000    0.000    0.000 common.py:40(_abstractify)
        2    0.000    0.000    0.000    0.000 util.py:497(distributed_debug_log)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        7    0.000    0.000    0.000    0.000 base.py:176(<listcomp>)
        5    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        1    0.000    0.000    0.000    0.000 threading.py:1371(cancel)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
       36    0.000    0.000    0.000    0.000 transforms.py:1014(minposx)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
        1    0.000    0.000    0.000    0.000 batching.py:236(to_elt)
        6    0.000    0.000    0.000    0.000 __init__.py:837(search)
       18    0.000    0.000    0.000    0.000 __init__.py:73(get_projection_class)
        1    0.000    0.000    0.000    0.000 getlimits.py:307(_get_machar)
        1    0.000    0.000    0.000    0.000 api.py:1242(<lambda>)
        7    0.000    0.000    0.000    0.000 batching.py:844(<listcomp>)
       83    0.000    0.000    0.000    0.000 fromnumeric.py:1232(_argmin_dispatcher)
       14    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:439(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
        2    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4117(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        9    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 core.py:2793(typecheck)
       36    0.000    0.000    0.000    0.000 cbook.py:97(__init__)
        9    0.000    0.000    0.000    0.000 util.py:371(<listcomp>)
       72    0.000    0.000    0.000    0.000 scale.py:78(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 threading.py:545(__init__)
       18    0.000    0.000    0.000    0.000 _special_matrices.py:560(<listcomp>)
        7    0.000    0.000    0.000    0.000 core.py:2056(dilate_dim)
        9    0.000    0.000    0.000    0.000 gpu_linalg.py:48(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        2    0.000    0.000    0.000    0.000 pyOpt_optimizer.py:696(_setInitialCacheValues)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       46    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
       18    0.000    0.000    0.000    0.000 figure.py:1310(<dictcomp>)
       54    0.000    0.000    0.000    0.000 scale.py:96(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1285(exists)
       44    0.000    0.000    0.000    0.000 partial_eval.py:1125(<listcomp>)
       11    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
       14    0.000    0.000    0.000    0.000 validation.py:581(_ensure_no_complex_data)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       36    0.000    0.000    0.000    0.000 transforms.py:1025(minposy)
       39    0.000    0.000    0.000    0.000 ad.py:706(<listcomp>)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:694(register_pjrt_plugin_factories_from_env)
        1    0.000    0.000    0.000    0.000 core.py:2796(typecompat)
       79    0.000    0.000    0.000    0.000 backend_bases.py:1868(draw)
        1    0.000    0.000    0.000    0.000 lax.py:4990(_iscomplex)
       66    0.000    0.000    0.000    0.000 mlir.py:1191(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:723(DistributionFinder)
       40    0.000    0.000    0.000    0.000 pjit.py:2025(<listcomp>)
        2    0.000    0.000    0.000    0.000 xla_bridge.py:1126(process_count)
       36    0.000    0.000    0.000    0.000 colorbar.py:1300(_short_axis)
       54    0.000    0.000    0.000    0.000 collections.py:1447(<listcomp>)
       16    0.000    0.000    0.000    0.000 batching.py:387(get_primitive_batcher)
        2    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 mlir.py:2708(<listcomp>)
       62    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        9    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
       18    0.000    0.000    0.000    0.000 _special_matrices.py:555(<listcomp>)
       54    0.000    0.000    0.000    0.000 batching.py:421(<genexpr>)
       92    0.000    0.000    0.000    0.000 dtypes.py:690(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       81    0.000    0.000    0.000    0.000 lax.py:2666(<genexpr>)
       17    0.000    0.000    0.000    0.000 util.py:555(__init__)
       36    0.000    0.000    0.000    0.000 collections.py:206(get_paths)
       54    0.000    0.000    0.000    0.000 gridspec.py:613(num2)
       10    0.000    0.000    0.000    0.000 {method 'str_option' of 'pyipoptcore.Problem' objects}
        6    0.000    0.000    0.000    0.000 {method 'int_option' of 'pyipoptcore.Problem' objects}
       54    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
       36    0.000    0.000    0.000    0.000 lax.py:3604(<genexpr>)
       14    0.000    0.000    0.000    0.000 validation.py:639(_is_extension_array_dtype)
       36    0.000    0.000    0.000    0.000 cm.py:535(get_array)
      149    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
        2    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      114    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       62    0.000    0.000    0.000    0.000 lax.py:94(<genexpr>)
       18    0.000    0.000    0.000    0.000 axis.py:1594(get_minor_locator)
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       34    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 markers.py:517(_half_fill)
        6    0.000    0.000    0.000    0.000 pyOpt_variable.py:7(__init__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:386(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:771(FastPath)
       30    0.000    0.000    0.000    0.000 mlir.py:1782(lower_fun)
        1    0.000    0.000    0.000    0.000 backend_bases.py:173(__init__)
       56    0.000    0.000    0.000    0.000 mlir.py:1774(<dictcomp>)
       18    0.000    0.000    0.000    0.000 _base.py:3986(set_navigate)
      114    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       36    0.000    0.000    0.000    0.000 collections.py:854(get_linewidth)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 loops.py:2392(_cumred_dtype_rule)
       18    0.000    0.000    0.000    0.000 _base.py:647(<dictcomp>)
       18    0.000    0.000    0.000    0.000 spines.py:545(__init__)
        2    0.000    0.000    0.000    0.000 pyOpt_optimizer.py:704(_assembleContinuousVariables)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:114(_should_collect_from_parameters)
       11    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
        2    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:258(_check_cuda_compute_capability)
        7    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:488(set_params)
       13    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:123(minimized_angle)
        2    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
       31    0.000    0.000    0.000    0.000 glob.py:96(<genexpr>)
        1    0.000    0.000    0.000    0.000 linear_util.py:323(cache)
        6    0.000    0.000    0.000    0.000 glob.py:208(has_magic)
        6    0.000    0.000    0.000    0.000 lax_numpy.py:929(<genexpr>)
       19    0.000    0.000    0.000    0.000 slicing.py:1201(<genexpr>)
       79    0.000    0.000    0.000    0.000 lax.py:2650(<genexpr>)
       72    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 api.py:2277(<genexpr>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        5    0.000    0.000    0.000    0.000 Image.py:3389(register_open)
       39    0.000    0.000    0.000    0.000 ad.py:707(<listcomp>)
       17    0.000    0.000    0.000    0.000 reductions.py:197(<genexpr>)
       56    0.000    0.000    0.000    0.000 mlir.py:1775(<dictcomp>)
        2    0.000    0.000    0.000    0.000 posixpath.py:100(split)
       40    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        4    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4519(update_computation)
        1    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
        4    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
       14    0.000    0.000    0.000    0.000 validation.py:591(_check_estimator_name)
       18    0.000    0.000    0.000    0.000 backend_bases.py:1840(release_mouse)
        5    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        2    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       41    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 pxla.py:125(get_addressable_devices_for_shard_arg)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        2    0.000    0.000    0.000    0.000 pyOpt_optimization.py:1092(processXtoVec)
       36    0.000    0.000    0.000    0.000 figure.py:962(<listcomp>)
        7    0.000    0.000    0.000    0.000 batching.py:706(indirectify_ragged_axes_against_inputs_outputs)
       16    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
       16    0.000    0.000    0.000    0.000 __init__.py:461(<genexpr>)
        5    0.000    0.000    0.000    0.000 util.py:105(unzip3)
        3    0.000    0.000    0.000    0.000 batching.py:689(indirectify_ragged_axes)
       44    0.000    0.000    0.000    0.000 core.py:1656(<genexpr>)
        6    0.000    0.000    0.000    0.000 mlir.py:2709(<genexpr>)
       56    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       18    0.000    0.000    0.000    0.000 _special_matrices.py:561(<listcomp>)
       18    0.000    0.000    0.000    0.000 axis.py:1598(get_major_formatter)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
       36    0.000    0.000    0.000    0.000 lax.py:3624(<genexpr>)
       26    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        4    0.000    0.000    0.000    0.000 lax.py:120(<listcomp>)
       18    0.000    0.000    0.000    0.000 patches.py:772(rotation_point)
       12    0.000    0.000    0.000    0.000 pjit.py:1700(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        1    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:15(__init__)
       56    0.000    0.000    0.000    0.000 mlir.py:1779(<listcomp>)
       16    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1471(find_distributions)
        8    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        7    0.000    0.000    0.000    0.000 _param_validation.py:289(__init__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        2    0.000    0.000    0.000    0.000 batching.py:172(shape_as_bdim)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       11    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       64    0.000    0.000    0.000    0.000 bezier.py:224(control_points)
        4    0.000    0.000    0.000    0.000 lax.py:1097(_get_bitwise_or_identity)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
       24    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
       32    0.000    0.000    0.000    0.000 lax.py:3491(_reshape_dtype_rule)
        2    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
       21    0.000    0.000    0.000    0.000 _param_validation.py:541(is_satisfied_by)
       49    0.000    0.000    0.000    0.000 batching.py:428(<genexpr>)
        6    0.000    0.000    0.000    0.000 core.py:983(copy)
       32    0.000    0.000    0.000    0.000 markers.py:276(is_filled)
       39    0.000    0.000    0.000    0.000 lax.py:1657(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:420(_check_solve_shapes)
        6    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       11    0.000    0.000    0.000    0.000 Image.py:3439(register_extension)
        4    0.000    0.000    0.000    0.000 shard_map.py:914(register_standard_collective)
        2    0.000    0.000    0.000    0.000 {method '__setstate__' of 'numpy.random._generator.Generator' objects}
       23    0.000    0.000    0.000    0.000 least_squares.py:212(construct_loss_function)
        6    0.000    0.000    0.000    0.000 partial_eval.py:2129(<listcomp>)
